Multiplier Combination,Number of Balls,Hidden Multiplier,Individual Catch Rate,Cumulative Catch Rate,Odds to Not Catch
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",16,0.03,0.11296375994876523,0.7389756871204527,0.8870362400512348
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",17,0.03,0.1186119479462035,0.7699362893324151,0.8813880520537964
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",18,0.03,0.12454254534351367,0.7985890094501298,0.8754574546564864
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",19,0.03,0.1307696726106894,0.824927458744531,0.8692303273893106
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",20,0.03,0.13730815624122383,0.848966346592785,0.8626918437587762
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",1,0.03,0.087975,0.08797500000000003,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",2,0.03,0.087975,0.16821039937500004,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",3,0.03,0.087975,0.24138708948998444,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",4,0.03,0.087975,0.3081260602921031,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",5,0.03,0.087975,0.3689936701379053,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",6,0.03,0.087975,0.4245064520075231,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",7,0.03,0.087975,0.4751354968921613,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",8,0.03,0.087975,0.5213104515530734,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",9,0.03,0.087975,0.5634231645776918,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",10,0.03,0.087975,0.6018310116739694,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",11,0.03,0.087975,0.6368599284219519,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",12,0.03,0.087975,0.6688071762190307,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",13,0.03,0.087975,0.6979438648911616,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",14,0.03,0.087975,0.7245172533773616,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",15,0.03,0.087975,0.7487528480114882,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",16,0.03,0.087975,0.7708563162076775,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",17,0.03,0.087975,0.7910152317893071,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",18,0.03,0.087975,0.8094006667726428,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",19,0.03,0.087975,0.8261686431133195,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1",20,0.03,0.087975,0.8414614567354253,0.912025
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",1,0.03,0.13196249999999998,0.13196249999999998,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",2,0.03,0.13196249999999998,0.24651089859374997,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",3,0.03,0.13196249999999998,0.3459432041380722,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",4,0.03,0.13196249999999998,0.43225417406200184,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",5,0.03,0.13196249999999998,0.5071753326173449,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",6,0.03,0.13196249999999998,0.5722097077868286,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",7,0.03,0.13196249999999998,0.6286619842230092,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",8,0.03,0.13196249999999998,0.6776646771299804,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",9,0.03,0.13196249999999998,0.7202008521742153,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",10,0.03,0.13196249999999998,0.7571238472191754,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",11,0.03,0.13196249999999998,0.7891743915305149,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",12,0.03,0.13196249999999998,0.8169954658881693,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",13,0.03,0.13196249999999998,0.8411452017209018,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",14,0.03,0.13196249999999998,0.8621080780388073,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",15,0.03,0.13196249999999998,0.8803046407906112,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",16,0.03,0.13196249999999998,0.8960999396302801,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",17,0.03,0.13196249999999998,0.9098108513468193,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",18,0.03,0.13196249999999998,0.9217124368759647,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",19,0.03,0.13196249999999998,0.9320434594247202,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=1.5",20,0.03,0.13196249999999998,0.9410111744103855,0.8680375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",1,0.03,0.17595,0.17595000000000005,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",2,0.03,0.17595,0.32094159750000006,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",3,0.03,0.17595,0.44042192341987507,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",4,0.03,0.17595,0.538879685994148,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",5,0.03,0.17595,0.6200138052434778,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",6,0.03,0.17595,0.6868723762108879,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",7,0.03,0.17595,0.7419671816165821,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",8,0.03,0.17595,0.7873680560111446,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",9,0.03,0.17595,0.8247806465559837,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",10,0.03,0.17595,0.8556104917944584,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",11,0.03,0.17595,0.8810158257632235,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",12,0.03,0.17595,0.9019510912201842,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",13,0.03,0.17595,0.9192027967199928,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",14,0.03,0.17595,0.9334190646371101,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",15,0.03,0.17595,0.9451339802142106,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",16,0.03,0.17595,0.9547876563955202,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",17,0.03,0.17595,0.9627427682527284,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",18,0.03,0.17595,0.9692981781786609,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",19,0.03,0.17595,0.9747001637281255,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=2",20,0.03,0.17595,0.9791516699201618,0.82405
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",1,0.03,0.09237374999999999,0.09237375000000003,0.90762625
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",2,0.03,0.09699243749999999,0.18040663232648435,0.9030075625
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",3,0.03,0.101842059375,0.26387570874044675,0.898157940625
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",4,0.03,0.10693416234375001,0.3425925432071737,0.89306583765625
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",5,0.03,0.1122808704609375,0.4164068247033834,0.8877191295390625
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",6,0.03,0.1178949139839844,0.48520949190661833,0.8821050860160156
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",7,0.03,0.1237896596831836,0.5489352337116312,0.8762103403168164
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",8,0.03,0.1299791426673428,0.6075642453212388,0.8700208573326572
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",9,0.03,0.13647809980070993,0.6611231314136536,0.8635219001992901
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",10,0.03,0.14330200479074542,0.709684866059287,0.8566979952092546
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",11,0.03,0.15046710503028274,0.753367743809825,0.8495328949697173
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",12,0.03,0.15799046028179686,0.7923332874856487,0.8420095397182031
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",13,0.03,0.16588998329588672,0.8267831149557662,0.8341100167041133
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",14,0.03,0.17418448246068108,0.8569548084306473,0.8258155175393189
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",15,0.03,0.18289370658371515,0.8831168737257438,0.8171062934162848
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",16,0.03,0.1920383919129009,0.9055629213372045,0.807961608087099
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",17,0.03,0.20164031150854594,0.9246052432967277,0.7983596884914541
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",18,0.03,0.21172232708397323,0.9405679966358744,0.7882776729160268
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",19,0.03,0.22230844343817197,0.9537802327941654,0.7776915565618281
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1.7, Ball=-1",20,0.03,0.23342386561008052,0.9645690295229493,0.7665761343899195
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",1,0.03,0.056925,0.056925,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",2,0.03,0.056925,0.11060954437500004,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",3,0.03,0.056925,0.16123809606145312,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",4,0.03,0.056925,0.20898461744315489,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",5,0.03,0.056925,0.25401316809520325,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",6,0.03,0.056925,0.2964784685013838,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",7,0.03,0.056925,0.3365264316819425,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",8,0.03,0.056925,0.37429466455844795,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",9,0.03,0.056925,0.4099129407784583,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",10,0.03,0.056925,0.4435036466246446,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",11,0.03,0.056925,0.4751822015405367,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",12,0.03,0.056925,0.5050574547178417,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",13,0.03,0.056925,0.5332320591080285,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",14,0.03,0.056925,0.559802824143304,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",15,0.03,0.056925,0.5848610483789465,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",16,0.03,0.056925,0.6084928331999748,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",17,0.03,0.056925,0.6307793786700664,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",18,0.03,0.056925,0.6517972625392728,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",19,0.03,0.056925,0.6716187033692247,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1",20,0.03,0.056925,0.6903118086799316,0.943075
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",1,0.03,0.0853875,0.08538749999999995,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",2,0.03,0.0853875,0.16348397484374988,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",3,0.03,0.0853875,0.23491198694177917,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",4,0.03,0.0853875,0.300240939656788,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",5,0.03,0.0853875,0.35999161642184396,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",6,0.03,0.0853875,0.4146403322746237,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",7,0.03,0.0853875,0.46462273090252426,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",8,0.03,0.0853875,0.510337257467585,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",9,0.03,0.0853875,0.5521483348955716,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",10,0.03,0.0853875,0.5903892689496759,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",11,0.03,0.0853875,0.6253649052472354,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",12,0.03,0.0853875,0.657354059400437,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",13,0.03,0.0853875,0.6866117396533822,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",14,0.03,0.0853875,0.713371179733729,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",15,0.03,0.0853875,0.7378456981242152,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",16,0.03,0.0853875,0.7602303985756338,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",17,0.03,0.0853875,0.7807037254172569,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",18,0.03,0.0853875,0.7994288860631908,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",19,0.03,0.0853875,0.81655515205447,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=1.5",20,0.03,0.0853875,0.832219049008419,0.9146125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",1,0.03,0.11385,0.11385,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",2,0.03,0.11385,0.21473817750000002,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",3,0.03,0.11385,0.304140235991625,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",4,0.03,0.11385,0.38336387012397843,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",5,0.03,0.11385,0.45356789351036353,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",6,0.03,0.11385,0.5157791888342087,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",7,0.03,0.11385,0.570907728185434,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",8,0.03,0.11385,0.6197598833315223,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",9,0.03,0.11385,0.6630502206142286,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",10,0.03,0.11385,0.7014119529972986,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",11,0.03,0.11385,0.7354062021485561,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",12,0.03,0.11385,0.7655302060339431,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",13,0.03,0.11385,0.7922245920769786,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",14,0.03,0.11385,0.8158798222690146,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",15,0.03,0.11385,0.8368419045036872,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",16,0.03,0.11385,0.8554174536759425,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",17,0.03,0.11385,0.8718781765749364,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",18,0.03,0.11385,0.8864648461718799,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",19,0.03,0.11385,0.8993908234352114,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=2",20,0.03,0.11385,0.9108451781871125,0.88615
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",1,0.03,0.05977125,0.059771250000000054,0.94022875
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",2,0.03,0.0627598125,0.11877983005710935,0.9372401875
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",3,0.03,0.065897803125,0.176850303325785,0.934102196875
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",4,0.03,0.06919269328125001,0.23380624781231796,0.93080730671875
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",5,0.03,0.07265232794531251,0.28947200756590696,0.9273476720546875
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",6,0.03,0.07628494434257814,0.34367459592258554,0.9237150556574218
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",7,0.03,0.08009919155970704,0.39624573018928444,0.919900808440293
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",8,0.03,0.08410415113769242,0.447023970547472,0.9158958488623076
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",9,0.03,0.08830935869457701,0.49585692908189827,0.911690641305423
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",10,0.03,0.09272482662930588,0.5426035079291451,0.9072751733706941
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",11,0.03,0.0973610679607712,0.5871361188786739,0.9026389320392288
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",12,0.03,0.10222912135880974,0.6293428306864952,0.8977708786411902
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",13,0.03,0.10734057742675024,0.6691293852679715,0.8926594225732498
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",14,0.03,0.11270760629808776,0.7064210202487953,0.8872923937019123
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",15,0.03,0.11834298661299215,0.7411640335193479,0.8816570133870079
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",16,0.03,0.12426013594364177,0.7733270259013376,0.8757398640563583
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",17,0.03,0.13047314274082386,0.8029017612063996,0.8695268572591761
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",18,0.03,0.13699679987786503,0.829903589182686,0.8630032001221349
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",19,0.03,0.14384663987175833,0.8543713863330029,0.8561533601282416
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1, Ball=-1",20,0.03,0.15103897186534623,0.8763669824154419,0.8489610281346538
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",1,0.03,0.0967725,0.09677250000000004,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",2,0.03,0.0967725,0.18418008324375013,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",3,0.03,0.0967725,0.2631290161380444,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",4,0.03,0.0967725,0.33443786342382553,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",5,0.03,0.0967725,0.39884597528564336,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",6,0.03,0.0967725,0.4570211531423135,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",7,0.03,0.0967725,0.5095665735998489,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",8,0.03,0.0967725,0.5570270423561576,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",9,0.03,0.0967725,0.5998946428997464,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",10,0.03,0.0967725,0.6386138385697306,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",11,0.03,0.0967725,0.6735860808767414,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",12,0.03,0.0967725,0.705173971865097,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",13,0.03,0.0967725,0.7337050236727819,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",14,0.03,0.0967725,0.7594750542694076,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",15,0.03,0.0967725,0.7827512545801214,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",16,0.03,0.0967725,0.8037749587962666,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",17,0.03,0.0967725,0.8227641465961548,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",18,0.03,0.0967725,0.8399157032196785,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",19,0.03,0.0967725,0.8554074608298521,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1",20,0.03,0.0967725,0.8694000423266952,0.9032275
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1.5",1,0.03,0.14515875,0.14515875,0.85484125
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1.1, Curve=1.7, Ball=1.5",2,0.03,0.14515875,0.26924643729843756,0.85484125
