Parameter,Number of Balls,Individual Catch Rate,Cumulative Catch Rate,Odds to Not Catch
Varying ball: 1,14,0.12114801499249195,0.8360088800996698,0.878851985007508
Varying ball: 1,15,0.12114801499249195,0.8558760787519906,0.878851985007508
Varying ball: 1,16,0.12114801499249195,0.8733364057241211,0.878851985007508
Varying ball: 1,17,0.12114801499249195,0.8886814487424582,0.878851985007508
Varying ball: 1,18,0.12114801499249195,0.9021674702591493,0.878851985007508
Varying ball: 1,19,0.12114801499249195,0.9140196870389474,0.878851985007508
Varying ball: 1,20,0.12114801499249195,0.9244360312826121,0.878851985007508
Varying ball: 1.5,1,0.17610169959280397,0.17610169959280397,0.823898300407196
Varying ball: 1.5,2,0.17610169959280397,0.3211915905861338,0.823898300407196
Varying ball: 1.5,3,0.17610169959280397,0.4407309051818036,0.823898300407196
Varying ball: 1.5,4,0.17610169959280397,0.539219143309017,0.823898300407196
Varying ball: 1.5,5,0.17610169959280397,0.6203634353121273,0.823898300407196
Varying ball: 1.5,6,0.17610169959280397,0.6872180795812352,0.823898300407196
Varying ball: 1.5,7,0.17610169959280397,0.7422995073688807,0.823898300407196
Varying ball: 1.5,8,0.17610169959280397,0.7876810021071238,0.823898300407196
Varying ball: 1.5,9,0.17610169959280397,0.8250707384919003,0.823898300407196
Varying ball: 1.5,10,0.17610169959280397,0.8558760787519907,0.823898300407196
Varying ball: 1.5,11,0.17610169959280397,0.8812565462357446,0.823898300407196
Varying ball: 1.5,12,0.17610169959280397,0.9021674702591495,0.823898300407196
Varying ball: 1.5,13,0.17610169959280397,0.9193959450219767,0.823898300407196
Varying ball: 1.5,14,0.17610169959280397,0.9335904560976784,0.823898300407196
Varying ball: 1.5,15,0.17610169959280397,0.9452852896480602,0.823898300407196
Varying ball: 1.5,16,0.17610169959280397,0.9549206431337648,0.823898300407196
Varying ball: 1.5,17,0.17610169959280397,0.9628591944944593,0.823898300407196
Varying ball: 1.5,18,0.17610169959280397,0.9693997534682308,0.823898300407196
Varying ball: 1.5,19,0.17610169959280397,0.9747885088904342,0.823898300407196
Varying ball: 1.5,20,0.17610169959280397,0.9792282953240976,0.823898300407196
Varying ball: 2,1,0.22761918844836282,0.22761918844836282,0.7723808115516372
Varying ball: 2,2,0.22761918844836282,0.4034278819468343,0.7723808115516372
Varying ball: 2,3,0.22761918844836282,0.5392191433090168,0.7723808115516372
Varying ball: 2,4,0.22761918844836282,0.6441017079615597,0.7723808115516372
Varying ball: 2,5,0.22761918844836282,0.725110988365508,0.7723808115516372
Varying ball: 2,6,0.22761918844836282,0.7876810021071237,0.7723808115516372
Varying ball: 2,7,0.22761918844836282,0.8360088800996698,0.7723808115516372
Varying ball: 2,8,0.22761918844836282,0.8733364057241211,0.7723808115516372
Varying ball: 2,9,0.22761918844836282,0.9021674702591493,0.7723808115516372
Varying ball: 2,10,0.22761918844836282,0.9244360312826121,0.7723808115516372
Varying ball: 2,11,0.22761918844836282,0.9416358405180014,0.7723808115516372
Varying ball: 2,12,0.22761918844836282,0.9549206431337648,0.7723808115516372
Varying ball: 2,13,0.22761918844836282,0.9651815697594314,0.7723808115516372
Varying ball: 2,14,0.22761918844836282,0.9731069125938355,0.7723808115516372
Varying ball: 2,15,0.22761918844836282,0.9792282953240976,0.7723808115516372
Varying ball: 2,16,0.22761918844836282,0.9839563338851155,0.7723808115516372
Varying ball: 2,17,0.22761918844836282,0.987608180145922,0.7723808115516372
Varying ball: 2,18,0.22761918844836282,0.9904287961245056,0.7723808115516372
Varying ball: 2,19,0.22761918844836282,0.9926073857831195,0.7723808115516372
Varying ball: 2,20,0.22761918844836282,0.9942900866316776,0.7723808115516372
Varying ball: -1,1,0.12680442769051625,0.12680442769051625,0.8731955723094837
Varying ball: -1,2,0.1327044838640653,0.2477984876905026,0.8672955161359347
Varying ball: -1,3,0.13885664209049042,0.36140374322604785,0.8611433579095096
Varying ball: -1,4,0.14526944589973656,0.4662757741784973,0.8547305541002634
Varying ball: -1,5,0.151951499781526,0.5613648285106985,0.848048500218474
Varying ball: -1,6,0.15891144200830254,0.6459616160123544,0.8410885579916975
Varying ball: -1,7,0.1661579140348246,0.7197235045821364,0.8338420859651754
Varying ball: -1,8,0.17369952623070728,0.782677839394657,0.8263004737692927
Varying ball: -1,9,0.18154481969984548,0.8352011728064822,0.8184551803001545
Varying ball: -1,10,0.18970222394101377,0.8779756594066832,0.8102977760589862
Varying ball: -1,11,0.19818001010758124,0.9119264154598254,0.8018199898924188
Varying ball: -1,12,0.2069862396318276,0.9381458733736543,0.7930137603681724
Varying ball: -1,13,0.21612870799148454,0.9578126862869196,0.7838712920085155
Varying ball: -1,14,0.22561488341362046,0.9721132461372771,0.7743851165863795
Varying ball: -1,15,0.2354518403346465,0.9821732280447828,0.7645481596653535
Varying ball: -1,16,0.24564618746594202,0.9890048430268173,0.754353812534058
Varying ball: -1,17,0.2562039903533274,0.9934729738933201,0.7437960096466726
Varying ball: -1,18,0.26713068836633413,0.9962805591753815,0.7328693116336659
Varying ball: -1,19,0.2784310061109788,0.997971012369623,0.7215689938890212
Varying ball: -1,20,0.29010885932858343,0.998943583621931,0.7098911406714166
Varying weather: 0.5974,1,0.12680442769051625,0.12680442769051625,0.8731955723094837
Varying weather: 0.5974,2,0.1327044838640653,0.2477984876905026,0.8672955161359347
Varying weather: 0.5974,3,0.13885664209049042,0.36140374322604785,0.8611433579095096
Varying weather: 0.5974,4,0.14526944589973656,0.4662757741784973,0.8547305541002634
Varying weather: 0.5974,5,0.151951499781526,0.5613648285106985,0.848048500218474
Varying weather: 0.5974,6,0.15891144200830254,0.6459616160123544,0.8410885579916975
Varying weather: 0.5974,7,0.1661579140348246,0.7197235045821364,0.8338420859651754
Varying weather: 0.5974,8,0.17369952623070728,0.782677839394657,0.8263004737692927
Varying weather: 0.5974,9,0.18154481969984548,0.8352011728064822,0.8184551803001545
Varying weather: 0.5974,10,0.18970222394101377,0.8779756594066832,0.8102977760589862
Varying weather: 0.5974,11,0.19818001010758124,0.9119264154598254,0.8018199898924188
Varying weather: 0.5974,12,0.2069862396318276,0.9381458733736543,0.7930137603681724
Varying weather: 0.5974,13,0.21612870799148454,0.9578126862869196,0.7838712920085155
Varying weather: 0.5974,14,0.22561488341362046,0.9721132461372771,0.7743851165863795
Varying weather: 0.5974,15,0.2354518403346465,0.9821732280447828,0.7645481596653535
Varying weather: 0.5974,16,0.24564618746594202,0.9890048430268173,0.754353812534058
Varying weather: 0.5974,17,0.2562039903533274,0.9934729738933201,0.7437960096466726
Varying weather: 0.5974,18,0.26713068836633413,0.9962805591753815,0.7328693116336659
Varying weather: 0.5974,19,0.2784310061109788,0.997971012369623,0.7215689938890212
Varying weather: 0.5974,20,0.29010885932858343,0.998943583621931,0.7098911406714166
Varying weather: 0.667934,1,0.1141150636703846,0.1141150636703846,0.8858849363296154
Varying weather: 0.667934,2,0.11946589294562127,0.22465968631394784,0.8805341070543787
Varying weather: 0.667934,3,0.12504948331029841,0.3301917755508931,0.8749505166897016
Varying weather: 0.667934,4,0.13087415116365997,0.4294014467122974,0.86912584883634
Varying weather: 0.667934,5,0.13694832477787344,0.521167081471158,0.8630516752221266
Varying weather: 0.667934,6,0.14328052411387515,0.604604393541994,0.8567194758861248
Varying weather: 0.667934,7,0.14987933775535744,0.6791042220752668,0.8501206622446426
Varying weather: 0.667934,8,0.1567533967304222,0.7443552939619432,0.8432466032695778
Varying weather: 0.667934,9,0.16391134498357174,0.800349236970911,0.8360886550164283
Varying weather: 0.667934,10,0.17136180625552333,0.847366638114124,0.8286381937444767
Varying weather: 0.667934,11,0.1791133471252394,0.8859447875235377,0.8208866528747606
Varying weather: 0.667934,12,0.18717443596803618,0.9168297036645059,0.8128255640319638
Varying weather: 0.667934,13,0.19555339758621126,0.9409168171368945,0.8044466024137887
Varying weather: 0.667934,14,0.20425836327491276,0.959186000002608,0.7957416367250872
Varying weather: 0.667934,15,0.2132972160966341,0.972637214553209,0.7867027839033659
Varying weather: 0.667934,16,0.2226775311534851,0.9822327774724917,0.7773224688465149
Varying weather: 0.667934,17,0.23240651066807805,0.9888511056172241,0.767593489331922
Varying weather: 0.667934,18,0.24249091371232767,0.9932550111222346,0.7575090862876723
Varying weather: 0.667934,19,0.25293698045964474,0.9960754710359071,0.7470630195403553
Varying weather: 0.667934,20,0.26375035088086307,0.9978097080026043,0.7362496491191369
